,id,pred_label,probs
7344,7344,per:other_family,"[0, 0.0011511485, 0.0010259796, 0.0002829633, 0.0005091383, 0.0004980731, 0.00046698347, 0.0004734118, 0.00081539026, 0.0006057987, 0.050755247, 0.000354223, 0.0012095636, 0.8857105, 0.014344164, 0.00082218676, 0.0031264734, 0.014915572, 0.0005685397, 0.0005049295, 0.00018648019, 0.014428459, 0.0022137566, 0.00086269685, 0.0010790305, 0.00021526714, 0.0003792843, 0.0009749418, 0.0010632097, 0.0004566115]"
7345,7345,no_relation,"[0.66845703125, 0.011432516164, 0.011432516164, 0.011432516164, 0.011432516164, 0.011432516164, 0.011432516164, 0.011432516164, 0.011432516164, 0.011432516164, 0.011432516164, 0.011432516164, 0.011432516164, 0.011432516164, 0.011432516164, 0.011432516164, 0.011432516164, 0.011432516164, 0.011432516164, 0.011432516164, 0.011432516164, 0.011432516164, 0.011432516164, 0.011432516164, 0.011432516164, 0.011432516164, 0.011432516164, 0.011432516164, 0.011432516164, 0.011432516164]"
7346,7346,no_relation,"[0.604248046875, 0.013646619073, 0.013646619073, 0.013646619073, 0.013646619073, 0.013646619073, 0.013646619073, 0.013646619073, 0.013646619073, 0.013646619073, 0.013646619073, 0.013646619073, 0.013646619073, 0.013646619073, 0.013646619073, 0.013646619073, 0.013646619073, 0.013646619073, 0.013646619073, 0.013646619073, 0.013646619073, 0.013646619073, 0.013646619073, 0.013646619073, 0.013646619073, 0.013646619073, 0.013646619073, 0.013646619073, 0.013646619073, 0.013646619073]"
7347,7347,org:top_members/employees,"[0, 0.99799675, 5.8655656e-05, 8.5437285e-05, 4.334775e-05, 1.9998039e-05, 2.3130267e-05, 2.5615378e-05, 2.8277595e-05, 4.5160585e-05, 2.683158e-05, 3.0635147e-05, 1.1773474e-05, 1.702191e-05, 4.731994e-05, 2.4466246e-05, 1.9175666e-05, 1.9138248e-05, 1.7786624e-05, 5.675394e-05, 1.856755e-05, 1.2423129e-05, 6.438133e-05, 3.210536e-05, 2.5242887e-05, 1.2326452e-05, 1.2880219e-05, 2.7696828e-05, 0.0011731075, 2.398131e-05]"
7348,7348,no_relation,"[0.8245849609375, 0.00604879445, 0.00604879445, 0.00604879445, 0.00604879445, 0.00604879445, 0.00604879445, 0.00604879445, 0.00604879445, 0.00604879445, 0.00604879445, 0.00604879445, 0.00604879445, 0.00604879445, 0.00604879445, 0.00604879445, 0.00604879445, 0.00604879445, 0.00604879445, 0.00604879445, 0.00604879445, 0.00604879445, 0.00604879445, 0.00604879445, 0.00604879445, 0.00604879445, 0.00604879445, 0.00604879445, 0.00604879445, 0.00604879445]"
7349,7349,no_relation,"[0.940887451171875, 0.002038363753, 0.002038363753, 0.002038363753, 0.002038363753, 0.002038363753, 0.002038363753, 0.002038363753, 0.002038363753, 0.002038363753, 0.002038363753, 0.002038363753, 0.002038363753, 0.002038363753, 0.002038363753, 0.002038363753, 0.002038363753, 0.002038363753, 0.002038363753, 0.002038363753, 0.002038363753, 0.002038363753, 0.002038363753, 0.002038363753, 0.002038363753, 0.002038363753, 0.002038363753, 0.002038363753, 0.002038363753, 0.002038363753]"
7350,7350,no_relation,"[0.9432373046875, 0.001957334321, 0.001957334321, 0.001957334321, 0.001957334321, 0.001957334321, 0.001957334321, 0.001957334321, 0.001957334321, 0.001957334321, 0.001957334321, 0.001957334321, 0.001957334321, 0.001957334321, 0.001957334321, 0.001957334321, 0.001957334321, 0.001957334321, 0.001957334321, 0.001957334321, 0.001957334321, 0.001957334321, 0.001957334321, 0.001957334321, 0.001957334321, 0.001957334321, 0.001957334321, 0.001957334321, 0.001957334321, 0.001957334321]"
7351,7351,no_relation,"[0.8729248046875, 0.004381903287, 0.004381903287, 0.004381903287, 0.004381903287, 0.004381903287, 0.004381903287, 0.004381903287, 0.004381903287, 0.004381903287, 0.004381903287, 0.004381903287, 0.004381903287, 0.004381903287, 0.004381903287, 0.004381903287, 0.004381903287, 0.004381903287, 0.004381903287, 0.004381903287, 0.004381903287, 0.004381903287, 0.004381903287, 0.004381903287, 0.004381903287, 0.004381903287, 0.004381903287, 0.004381903287, 0.004381903287, 0.004381903287]"
7352,7352,no_relation,"[0.8555908203125, 0.004979626886, 0.004979626886, 0.004979626886, 0.004979626886, 0.004979626886, 0.004979626886, 0.004979626886, 0.004979626886, 0.004979626886, 0.004979626886, 0.004979626886, 0.004979626886, 0.004979626886, 0.004979626886, 0.004979626886, 0.004979626886, 0.004979626886, 0.004979626886, 0.004979626886, 0.004979626886, 0.004979626886, 0.004979626886, 0.004979626886, 0.004979626886, 0.004979626886, 0.004979626886, 0.004979626886, 0.004979626886, 0.004979626886]"
7353,7353,no_relation,"[0.8521728515625, 0.005097487877, 0.005097487877, 0.005097487877, 0.005097487877, 0.005097487877, 0.005097487877, 0.005097487877, 0.005097487877, 0.005097487877, 0.005097487877, 0.005097487877, 0.005097487877, 0.005097487877, 0.005097487877, 0.005097487877, 0.005097487877, 0.005097487877, 0.005097487877, 0.005097487877, 0.005097487877, 0.005097487877, 0.005097487877, 0.005097487877, 0.005097487877, 0.005097487877, 0.005097487877, 0.005097487877, 0.005097487877, 0.005097487877]"
7354,7354,per:title,"[0, 0.0002153181, 1.5125087e-05, 5.6416462e-05, 0.9965533, 8.0047044e-05, 0.0003919905, 1.2514671e-05, 0.0001144471, 3.485915e-05, 4.6931025e-05, 0.000121633275, 0.000258837, 4.380865e-05, 0.00061608566, 0.00048309914, 7.022857e-05, 0.00014084754, 2.3679198e-05, 3.699882e-05, 3.5270063e-05, 0.00022775463, 5.116751e-05, 2.5603318e-05, 5.9967104e-05, 9.634324e-05, 4.7252946e-05, 4.3108408e-05, 5.4175765e-05, 4.3192686e-05]"
7355,7355,org:place_of_headquarters,"[0, 0.00021177334, 0.0006993544, 0.00018552266, 4.2995485e-05, 0.00026995447, 4.066757e-05, 0.9666608, 7.175819e-05, 0.00016708738, 0.00010548366, 0.00021717945, 4.062788e-05, 7.235633e-05, 6.575263e-05, 0.0001403586, 8.56739e-05, 7.4253265e-05, 9.525002e-05, 0.00017343613, 0.029882863, 0.00010099782, 0.00014011895, 5.0414295e-05, 5.6406225e-05, 5.0859344e-05, 7.631165e-05, 8.9391775e-05, 9.322546e-05, 3.9262693e-05]"
7356,7356,no_relation,"[0.92315673828125, 0.002649767645, 0.002649767645, 0.002649767645, 0.002649767645, 0.002649767645, 0.002649767645, 0.002649767645, 0.002649767645, 0.002649767645, 0.002649767645, 0.002649767645, 0.002649767645, 0.002649767645, 0.002649767645, 0.002649767645, 0.002649767645, 0.002649767645, 0.002649767645, 0.002649767645, 0.002649767645, 0.002649767645, 0.002649767645, 0.002649767645, 0.002649767645, 0.002649767645, 0.002649767645, 0.002649767645, 0.002649767645, 0.002649767645]"
7357,7357,no_relation,"[0.9876632690429688, 0.000425404516, 0.000425404516, 0.000425404516, 0.000425404516, 0.000425404516, 0.000425404516, 0.000425404516, 0.000425404516, 0.000425404516, 0.000425404516, 0.000425404516, 0.000425404516, 0.000425404516, 0.000425404516, 0.000425404516, 0.000425404516, 0.000425404516, 0.000425404516, 0.000425404516, 0.000425404516, 0.000425404516, 0.000425404516, 0.000425404516, 0.000425404516, 0.000425404516, 0.000425404516, 0.000425404516, 0.000425404516, 0.000425404516]"
7358,7358,no_relation,"[0.808349609375, 0.006608634159, 0.006608634159, 0.006608634159, 0.006608634159, 0.006608634159, 0.006608634159, 0.006608634159, 0.006608634159, 0.006608634159, 0.006608634159, 0.006608634159, 0.006608634159, 0.006608634159, 0.006608634159, 0.006608634159, 0.006608634159, 0.006608634159, 0.006608634159, 0.006608634159, 0.006608634159, 0.006608634159, 0.006608634159, 0.006608634159, 0.006608634159, 0.006608634159, 0.006608634159, 0.006608634159, 0.006608634159, 0.006608634159]"
7359,7359,per:employee_of,"[0, 3.8314283e-05, 1.7035101e-05, 1.2548635e-05, 0.00016659229, 1.2972284e-05, 0.99730814, 1.2257946e-05, 0.000107507556, 2.9434015e-05, 2.0628679e-05, 0.00017390656, 0.00018030519, 1.5909503e-05, 0.00013210748, 0.0013257958, 2.0229683e-05, 2.1252346e-05, 1.8645558e-05, 2.3535693e-05, 9.763347e-06, 2.8668066e-05, 2.0658917e-05, 5.661793e-05, 3.1895765e-05, 3.1156902e-05, 5.541789e-05, 3.5817626e-05, 3.1248317e-05, 6.150321e-05]"
7360,7360,per:title,"[0, 0.00027346882, 3.4869663e-05, 4.4208715e-05, 0.99103, 5.004614e-05, 0.0047166017, 2.3115063e-05, 0.00020657633, 2.8767157e-05, 3.8110295e-05, 0.0002034233, 0.00017596228, 2.93632e-05, 0.0017937201, 0.00045931776, 9.696231e-05, 9.7009666e-05, 4.5656612e-05, 4.4295146e-05, 3.9822407e-05, 0.00013901932, 4.301626e-05, 3.912852e-05, 5.2859257e-05, 6.225303e-05, 5.588505e-05, 5.5803248e-05, 7.0061345e-05, 5.0759845e-05]"
7361,7361,no_relation,"[0.569580078125, 0.014842066272, 0.014842066272, 0.014842066272, 0.014842066272, 0.014842066272, 0.014842066272, 0.014842066272, 0.014842066272, 0.014842066272, 0.014842066272, 0.014842066272, 0.014842066272, 0.014842066272, 0.014842066272, 0.014842066272, 0.014842066272, 0.014842066272, 0.014842066272, 0.014842066272, 0.014842066272, 0.014842066272, 0.014842066272, 0.014842066272, 0.014842066272, 0.014842066272, 0.014842066272, 0.014842066272, 0.014842066272, 0.014842066272]"
7362,7362,no_relation,"[0.554931640625, 0.015347184806, 0.015347184806, 0.015347184806, 0.015347184806, 0.015347184806, 0.015347184806, 0.015347184806, 0.015347184806, 0.015347184806, 0.015347184806, 0.015347184806, 0.015347184806, 0.015347184806, 0.015347184806, 0.015347184806, 0.015347184806, 0.015347184806, 0.015347184806, 0.015347184806, 0.015347184806, 0.015347184806, 0.015347184806, 0.015347184806, 0.015347184806, 0.015347184806, 0.015347184806, 0.015347184806, 0.015347184806, 0.015347184806]"
7363,7363,no_relation,"[0.51708984375, 0.016652074353, 0.016652074353, 0.016652074353, 0.016652074353, 0.016652074353, 0.016652074353, 0.016652074353, 0.016652074353, 0.016652074353, 0.016652074353, 0.016652074353, 0.016652074353, 0.016652074353, 0.016652074353, 0.016652074353, 0.016652074353, 0.016652074353, 0.016652074353, 0.016652074353, 0.016652074353, 0.016652074353, 0.016652074353, 0.016652074353, 0.016652074353, 0.016652074353, 0.016652074353, 0.016652074353, 0.016652074353, 0.016652074353]"
7364,7364,org:product,"[0, 0.0004973192, 0.007290232, 0.98514163, 0.00017296335, 0.0011546093, 5.1680054e-05, 0.00013306967, 0.0019430713, 0.00016536543, 0.0001267901, 4.859635e-05, 0.00012586484, 7.7808574e-05, 4.351897e-05, 4.592033e-05, 0.00013087872, 0.0002793712, 9.0524336e-05, 0.00028721426, 0.0005868442, 7.872576e-05, 0.00032971258, 0.00011899201, 0.000143672, 0.00012710002, 6.221641e-05, 0.00017254161, 0.00047419785, 9.9615914e-05]"
7365,7365,no_relation,"[0.873291015625, 0.004369275323, 0.004369275323, 0.004369275323, 0.004369275323, 0.004369275323, 0.004369275323, 0.004369275323, 0.004369275323, 0.004369275323, 0.004369275323, 0.004369275323, 0.004369275323, 0.004369275323, 0.004369275323, 0.004369275323, 0.004369275323, 0.004369275323, 0.004369275323, 0.004369275323, 0.004369275323, 0.004369275323, 0.004369275323, 0.004369275323, 0.004369275323, 0.004369275323, 0.004369275323, 0.004369275323, 0.004369275323, 0.004369275323]"
7366,7366,no_relation,"[0.894775390625, 0.003628434806, 0.003628434806, 0.003628434806, 0.003628434806, 0.003628434806, 0.003628434806, 0.003628434806, 0.003628434806, 0.003628434806, 0.003628434806, 0.003628434806, 0.003628434806, 0.003628434806, 0.003628434806, 0.003628434806, 0.003628434806, 0.003628434806, 0.003628434806, 0.003628434806, 0.003628434806, 0.003628434806, 0.003628434806, 0.003628434806, 0.003628434806, 0.003628434806, 0.003628434806, 0.003628434806, 0.003628434806, 0.003628434806]"
7367,7367,org:place_of_headquarters,"[0, 0.0003668392, 0.0018950746, 0.00016910327, 4.387692e-05, 0.00059806125, 3.917768e-05, 0.98359215, 6.396536e-05, 0.00017687291, 0.00012014661, 0.0002191032, 3.8721246e-05, 9.09131e-05, 4.2072585e-05, 0.00033985107, 9.9848505e-05, 5.1800722e-05, 0.00017782545, 0.00038341313, 0.010325027, 0.00011380807, 0.00015393269, 8.408087e-05, 5.9158283e-05, 7.999582e-05, 0.00030145916, 0.00011892092, 0.00019949571, 5.5411485e-05]"
7368,7368,no_relation,"[0.777099609375, 0.007686220366, 0.007686220366, 0.007686220366, 0.007686220366, 0.007686220366, 0.007686220366, 0.007686220366, 0.007686220366, 0.007686220366, 0.007686220366, 0.007686220366, 0.007686220366, 0.007686220366, 0.007686220366, 0.007686220366, 0.007686220366, 0.007686220366, 0.007686220366, 0.007686220366, 0.007686220366, 0.007686220366, 0.007686220366, 0.007686220366, 0.007686220366, 0.007686220366, 0.007686220366, 0.007686220366, 0.007686220366, 0.007686220366]"
7369,7369,no_relation,"[0.581787109375, 0.014421134159, 0.014421134159, 0.014421134159, 0.014421134159, 0.014421134159, 0.014421134159, 0.014421134159, 0.014421134159, 0.014421134159, 0.014421134159, 0.014421134159, 0.014421134159, 0.014421134159, 0.014421134159, 0.014421134159, 0.014421134159, 0.014421134159, 0.014421134159, 0.014421134159, 0.014421134159, 0.014421134159, 0.014421134159, 0.014421134159, 0.014421134159, 0.014421134159, 0.014421134159, 0.014421134159, 0.014421134159, 0.014421134159]"
7370,7370,no_relation,"[0.8035888671875, 0.006772797683, 0.006772797683, 0.006772797683, 0.006772797683, 0.006772797683, 0.006772797683, 0.006772797683, 0.006772797683, 0.006772797683, 0.006772797683, 0.006772797683, 0.006772797683, 0.006772797683, 0.006772797683, 0.006772797683, 0.006772797683, 0.006772797683, 0.006772797683, 0.006772797683, 0.006772797683, 0.006772797683, 0.006772797683, 0.006772797683, 0.006772797683, 0.006772797683, 0.006772797683, 0.006772797683, 0.006772797683, 0.006772797683]"
7371,7371,no_relation,"[0.912109375, 0.003030711207, 0.003030711207, 0.003030711207, 0.003030711207, 0.003030711207, 0.003030711207, 0.003030711207, 0.003030711207, 0.003030711207, 0.003030711207, 0.003030711207, 0.003030711207, 0.003030711207, 0.003030711207, 0.003030711207, 0.003030711207, 0.003030711207, 0.003030711207, 0.003030711207, 0.003030711207, 0.003030711207, 0.003030711207, 0.003030711207, 0.003030711207, 0.003030711207, 0.003030711207, 0.003030711207, 0.003030711207, 0.003030711207]"
7372,7372,no_relation,"[0.840087890625, 0.005514210668, 0.005514210668, 0.005514210668, 0.005514210668, 0.005514210668, 0.005514210668, 0.005514210668, 0.005514210668, 0.005514210668, 0.005514210668, 0.005514210668, 0.005514210668, 0.005514210668, 0.005514210668, 0.005514210668, 0.005514210668, 0.005514210668, 0.005514210668, 0.005514210668, 0.005514210668, 0.005514210668, 0.005514210668, 0.005514210668, 0.005514210668, 0.005514210668, 0.005514210668, 0.005514210668, 0.005514210668, 0.005514210668]"
7373,7373,no_relation,"[0.9875717163085938, 0.000428561507, 0.000428561507, 0.000428561507, 0.000428561507, 0.000428561507, 0.000428561507, 0.000428561507, 0.000428561507, 0.000428561507, 0.000428561507, 0.000428561507, 0.000428561507, 0.000428561507, 0.000428561507, 0.000428561507, 0.000428561507, 0.000428561507, 0.000428561507, 0.000428561507, 0.000428561507, 0.000428561507, 0.000428561507, 0.000428561507, 0.000428561507, 0.000428561507, 0.000428561507, 0.000428561507, 0.000428561507, 0.000428561507]"
7374,7374,no_relation,"[0.70556640625, 0.010152882543, 0.010152882543, 0.010152882543, 0.010152882543, 0.010152882543, 0.010152882543, 0.010152882543, 0.010152882543, 0.010152882543, 0.010152882543, 0.010152882543, 0.010152882543, 0.010152882543, 0.010152882543, 0.010152882543, 0.010152882543, 0.010152882543, 0.010152882543, 0.010152882543, 0.010152882543, 0.010152882543, 0.010152882543, 0.010152882543, 0.010152882543, 0.010152882543, 0.010152882543, 0.010152882543, 0.010152882543, 0.010152882543]"
7375,7375,no_relation,"[0.7952880859375, 0.007059031519, 0.007059031519, 0.007059031519, 0.007059031519, 0.007059031519, 0.007059031519, 0.007059031519, 0.007059031519, 0.007059031519, 0.007059031519, 0.007059031519, 0.007059031519, 0.007059031519, 0.007059031519, 0.007059031519, 0.007059031519, 0.007059031519, 0.007059031519, 0.007059031519, 0.007059031519, 0.007059031519, 0.007059031519, 0.007059031519, 0.007059031519, 0.007059031519, 0.007059031519, 0.007059031519, 0.007059031519, 0.007059031519]"
7376,7376,org:place_of_headquarters,"[0, 0.0003484568, 0.0012579084, 0.0002746863, 6.0700724e-05, 0.0005287451, 5.081651e-05, 0.8993893, 8.7204884e-05, 0.00019738475, 0.000127628, 0.00023321576, 5.713454e-05, 8.6441796e-05, 0.00011056075, 0.00013532962, 0.00012564931, 9.484507e-05, 0.00010905945, 0.0002589827, 0.09553843, 0.00014072054, 0.00020522262, 6.0464074e-05, 9.3374634e-05, 8.953481e-05, 7.832278e-05, 0.00011351469, 9.9009274e-05, 4.7366197e-05]"
7377,7377,no_relation,"[0.884033203125, 0.003998855065, 0.003998855065, 0.003998855065, 0.003998855065, 0.003998855065, 0.003998855065, 0.003998855065, 0.003998855065, 0.003998855065, 0.003998855065, 0.003998855065, 0.003998855065, 0.003998855065, 0.003998855065, 0.003998855065, 0.003998855065, 0.003998855065, 0.003998855065, 0.003998855065, 0.003998855065, 0.003998855065, 0.003998855065, 0.003998855065, 0.003998855065, 0.003998855065, 0.003998855065, 0.003998855065, 0.003998855065, 0.003998855065]"
7378,7378,no_relation,"[0.711181640625, 0.009959253772, 0.009959253772, 0.009959253772, 0.009959253772, 0.009959253772, 0.009959253772, 0.009959253772, 0.009959253772, 0.009959253772, 0.009959253772, 0.009959253772, 0.009959253772, 0.009959253772, 0.009959253772, 0.009959253772, 0.009959253772, 0.009959253772, 0.009959253772, 0.009959253772, 0.009959253772, 0.009959253772, 0.009959253772, 0.009959253772, 0.009959253772, 0.009959253772, 0.009959253772, 0.009959253772, 0.009959253772, 0.009959253772]"
7379,7379,no_relation,"[0.50830078125, 0.016955145474, 0.016955145474, 0.016955145474, 0.016955145474, 0.016955145474, 0.016955145474, 0.016955145474, 0.016955145474, 0.016955145474, 0.016955145474, 0.016955145474, 0.016955145474, 0.016955145474, 0.016955145474, 0.016955145474, 0.016955145474, 0.016955145474, 0.016955145474, 0.016955145474, 0.016955145474, 0.016955145474, 0.016955145474, 0.016955145474, 0.016955145474, 0.016955145474, 0.016955145474, 0.016955145474, 0.016955145474, 0.016955145474]"
7380,7380,no_relation,"[0.953887939453125, 0.001590071053, 0.001590071053, 0.001590071053, 0.001590071053, 0.001590071053, 0.001590071053, 0.001590071053, 0.001590071053, 0.001590071053, 0.001590071053, 0.001590071053, 0.001590071053, 0.001590071053, 0.001590071053, 0.001590071053, 0.001590071053, 0.001590071053, 0.001590071053, 0.001590071053, 0.001590071053, 0.001590071053, 0.001590071053, 0.001590071053, 0.001590071053, 0.001590071053, 0.001590071053, 0.001590071053, 0.001590071053, 0.001590071053]"
7381,7381,per:employee_of,"[0, 0.0020860715, 0.002354613, 0.00034120757, 0.002240215, 0.00017427177, 0.955501, 0.00025705446, 0.0039201975, 0.00027848553, 0.00032877765, 0.012075059, 0.0025064726, 0.0004040087, 0.003038182, 0.005942665, 0.00024938912, 0.00035186682, 0.00013077872, 0.00019233696, 0.0001217802, 0.00021582832, 0.00018496867, 0.0020952593, 0.0003981337, 0.00025331648, 0.00091306306, 0.0014974142, 0.00065801607, 0.0012895917]"
7382,7382,org:product,"[0, 0.000849135, 0.007009754, 0.9792195, 0.00015915868, 0.0019201069, 7.6514465e-05, 0.00026138528, 0.0010222538, 0.0003799421, 0.00013053736, 7.5844924e-05, 0.00011632932, 0.00010949493, 9.8342505e-05, 4.6772355e-05, 0.00019768969, 0.00016119212, 0.00036722005, 0.0017845007, 0.0036224348, 0.00013868518, 0.0005497171, 0.00023304914, 0.00018983803, 0.00025014736, 8.15288e-05, 0.00015231586, 0.00056689006, 0.0002297724]"
7383,7383,no_relation,"[0.7764892578125, 0.007707266972, 0.007707266972, 0.007707266972, 0.007707266972, 0.007707266972, 0.007707266972, 0.007707266972, 0.007707266972, 0.007707266972, 0.007707266972, 0.007707266972, 0.007707266972, 0.007707266972, 0.007707266972, 0.007707266972, 0.007707266972, 0.007707266972, 0.007707266972, 0.007707266972, 0.007707266972, 0.007707266972, 0.007707266972, 0.007707266972, 0.007707266972, 0.007707266972, 0.007707266972, 0.007707266972, 0.007707266972, 0.007707266972]"
7384,7384,per:place_of_residence,"[0, 0.00046640987, 0.0004309376, 0.00022171937, 0.0017215374, 0.000298356, 0.012649308, 0.0012323189, 0.00033479615, 0.00068227714, 0.0013386088, 0.8185417, 0.0017448096, 0.0004459215, 0.0018379439, 0.104065895, 0.0007368174, 0.0012060152, 0.0005490287, 0.00030662675, 0.0003235463, 0.00041544167, 0.00055117754, 0.0005447561, 0.0010140183, 0.0004390081, 0.030107975, 0.016401423, 0.00067564665, 0.00071589364]"
7385,7385,per:title,"[0, 0.00025559866, 8.2124185e-05, 0.00012119401, 0.9748788, 4.7021986e-05, 0.0030907288, 4.58431e-05, 0.0012884074, 6.881865e-05, 0.00020874091, 0.00019376205, 0.00027623313, 0.00020879188, 0.013012454, 0.00055875606, 0.00054209406, 0.0030907288, 8.547907e-05, 0.00010847859, 5.391097e-05, 0.00065420964, 0.00013949345, 8.423606e-05, 0.00013408405, 7.024453e-05, 8.1963946e-05, 0.00017066079, 0.00023862252, 0.00020848626]"
7386,7386,org:top_members/employees,"[0, 0.913221, 0.0048533697, 0.004333571, 0.00039355524, 0.001570282, 0.00020547392, 0.00057823886, 0.00047309848, 0.054416392, 0.0004881162, 0.00026203634, 0.0001283314, 0.0002559663, 0.00020467286, 0.00016721232, 0.00046553634, 0.00031545942, 0.00097144616, 0.0023526729, 0.0014665254, 0.00038537825, 0.0019006068, 0.0005974687, 0.00038237922, 0.00049170444, 0.00023603757, 0.00039702948, 0.008009671, 0.00047680901]"
7387,7387,no_relation,"[0.9189453125, 0.002794989224, 0.002794989224, 0.002794989224, 0.002794989224, 0.002794989224, 0.002794989224, 0.002794989224, 0.002794989224, 0.002794989224, 0.002794989224, 0.002794989224, 0.002794989224, 0.002794989224, 0.002794989224, 0.002794989224, 0.002794989224, 0.002794989224, 0.002794989224, 0.002794989224, 0.002794989224, 0.002794989224, 0.002794989224, 0.002794989224, 0.002794989224, 0.002794989224, 0.002794989224, 0.002794989224, 0.002794989224, 0.002794989224]"
7388,7388,per:title,"[0, 0.00018624795, 2.2782773e-05, 3.8735885e-05, 0.99604887, 4.4671895e-05, 0.0007341116, 2.2693952e-05, 0.00010792371, 2.5316931e-05, 2.939685e-05, 9.593297e-05, 6.8249676e-05, 2.7669774e-05, 0.0014685347, 0.0002838556, 0.00011188095, 0.00011059099, 3.6158744e-05, 3.423441e-05, 5.086766e-05, 0.00015845297, 3.6105816e-05, 2.1173755e-05, 2.919658e-05, 4.7067875e-05, 3.3506753e-05, 3.8265905e-05, 4.8019643e-05, 3.9557784e-05]"
7389,7389,org:top_members/employees,"[0, 0.9804615, 0.001960461, 0.001941409, 0.00051129196, 0.0009554523, 0.00011146909, 0.00021771374, 0.00012867658, 0.008318584, 0.00014839538, 0.0001291802, 4.6105622e-05, 0.000110926136, 0.00012314429, 8.956793e-05, 0.00023028861, 0.000118542404, 0.00019611257, 0.00039073118, 0.0014928972, 0.000112014706, 0.0007437438, 0.00021760743, 0.000168154, 0.00021813936, 6.780779e-05, 0.00011027808, 0.00058534107, 9.451025e-05]"
7390,7390,per:alternate_names,"[0, 0.0011319706, 0.00017435785, 0.0013974558, 0.008541665, 0.0007241061, 0.006360037, 0.00043962165, 0.010713648, 0.00046934784, 0.0036247247, 0.00046980643, 0.8602824, 0.004453048, 0.032775544, 0.00303005, 0.006191508, 0.003481611, 0.0004971846, 0.00086157845, 0.00035324594, 0.038094625, 0.00039292144, 0.0004298574, 0.0026072878, 0.0015528967, 0.00097059243, 0.0011730468, 0.0020685857, 0.006737247]"
7391,7391,no_relation,"[0.594970703125, 0.013966527478, 0.013966527478, 0.013966527478, 0.013966527478, 0.013966527478, 0.013966527478, 0.013966527478, 0.013966527478, 0.013966527478, 0.013966527478, 0.013966527478, 0.013966527478, 0.013966527478, 0.013966527478, 0.013966527478, 0.013966527478, 0.013966527478, 0.013966527478, 0.013966527478, 0.013966527478, 0.013966527478, 0.013966527478, 0.013966527478, 0.013966527478, 0.013966527478, 0.013966527478, 0.013966527478, 0.013966527478, 0.013966527478]"
7392,7392,per:place_of_residence,"[0, 0.00068459706, 0.0008586771, 0.00038262038, 0.00091864326, 0.00020162677, 0.036627945, 0.00093219895, 0.00037927224, 0.0003463445, 0.0012472343, 0.9013886, 0.0011708105, 0.000499031, 0.0017282347, 0.02265414, 0.0007089199, 0.00050025084, 0.00024487657, 0.00023004024, 0.0001767228, 0.0002334348, 0.00026763426, 0.0006559639, 0.0006306803, 0.00023161818, 0.017539987, 0.0072761397, 0.00066450686, 0.00061908615]"
7393,7393,no_relation,"[0.88720703125, 0.003889412716, 0.003889412716, 0.003889412716, 0.003889412716, 0.003889412716, 0.003889412716, 0.003889412716, 0.003889412716, 0.003889412716, 0.003889412716, 0.003889412716, 0.003889412716, 0.003889412716, 0.003889412716, 0.003889412716, 0.003889412716, 0.003889412716, 0.003889412716, 0.003889412716, 0.003889412716, 0.003889412716, 0.003889412716, 0.003889412716, 0.003889412716, 0.003889412716, 0.003889412716, 0.003889412716, 0.003889412716, 0.003889412716]"
7394,7394,org:members,"[0, 0.0022200693, 0.8554606, 0.12276032, 0.000109349756, 0.0037507375, 0.00024048015, 0.0055324147, 0.000617847, 0.0012692884, 0.00028781703, 0.00021016058, 0.00017354997, 0.0002864151, 9.307622e-05, 9.334931e-05, 0.00027104, 0.0002103659, 0.00026971978, 0.0007861973, 0.0011681819, 0.000114821596, 0.0004751097, 0.00047650363, 0.00027611598, 0.00029680834, 0.0001611357, 0.00050267414, 0.0015773426, 0.0003084812]"
7395,7395,per:origin,"[0, 0.0002514295, 7.5751304e-05, 7.292049e-05, 0.0008707459, 0.00010703531, 0.011599365, 0.00040572608, 0.00022692593, 0.00019909146, 0.00027533347, 0.086043805, 0.00079437316, 0.0003329274, 0.0009107534, 0.87925535, 0.00032912902, 0.00024309961, 0.000185302, 9.2540926e-05, 0.00019918868, 0.00018012778, 0.00014530325, 0.00029741589, 0.00022297185, 0.00023758422, 0.015306754, 0.00062970625, 0.00029669065, 0.00021276122]"
7396,7396,org:place_of_headquarters,"[0, 0.00014045143, 0.00045150498, 0.00021287268, 5.280417e-05, 0.0001813532, 3.8145008e-05, 0.98229307, 7.64554e-05, 0.0001402801, 0.00010909033, 0.0002772827, 4.084377e-05, 7.992918e-05, 5.3322372e-05, 0.00025538245, 8.1108636e-05, 8.676231e-05, 0.00011595607, 0.00012343458, 0.014343935, 0.00010866502, 0.00016348435, 5.6154884e-05, 5.8391845e-05, 6.375623e-05, 0.00014608205, 0.00010496239, 0.0001029825, 4.1568073e-05]"
7397,7397,per:title,"[0, 0.00019818552, 3.1758136e-05, 3.749338e-05, 0.99324715, 3.875918e-05, 0.0016789474, 2.2062759e-05, 0.00020101182, 3.042243e-05, 4.2860625e-05, 0.00014481874, 0.00017043, 3.5776437e-05, 0.0028062214, 0.0003876497, 0.00015476209, 9.48007e-05, 3.2479522e-05, 4.2651853e-05, 3.2830307e-05, 0.00018522597, 4.1057963e-05, 2.8691084e-05, 5.3601998e-05, 3.9369545e-05, 4.334468e-05, 5.2029e-05, 6.494111e-05, 6.0828064e-05]"
